"","x"
"1262","RNU6-580P"
"1263","AC009299.2"
"1264","TBR1"
"1265","AC019181.2"
"1266","COBLL1"
"1267","CHN1"
"1268","RNU6-763P"
"1269","RNU6-1290P"
"1270","RP11-6C10.1"
"1271","AC096649.2"
"1272","ATF2"
"1273","MIR933"
"1274","AC096649.1"
"1275","ATP5G3"
"1276","HOXD13"
"1277","HOXD12"
"1278","HOXD11"
"1279","AC009336.1"
"1280","HOXD10"
"1281","HOXD8"
"1282","HOXD3"
"1283","HOXD-AS2"
"1284","HOXD4"
"1285","RNU6ATAC14P"
"1286","RNU6-187P"
"1287","AC079305.10"
"1288","NFE2L2"
"1289","AC074286.1"
"1290","AGPS"
"1291","AC012499.1"
"1292","PDE11A"
"1293","CCDC150"
"1294","AC013264.2"
"1295","ANKRD44"
"1296","SNORA4"
"1297","RNU6-1029P"
"1298","SF3B1"
"1299","HSPD1"
"1300","HSPE1"
"1301","HSPE1-MOB4"
"1302","MOB4"
"1303","RFTN2"
"1304","MARS2"
"1305","PLCL1"
"1306","SATB2"
"1307","KCTD18"
"1308","SGOL2"
"1309","RNU1-133P"
"1310","AC007163.6"
"1311","BZW1"
"1312","CLK1"
"1313","FAM126B"
"1314","NDUFB3"
"1315","RNU6-1206P"
"1316","CFLAR"
"1317","ZDBF2"
"1318","RNU6-619P"
"1319","FARSB"
"1320","MOGAT1"
"1321","AC079135.1"
"1322","GBX2"
"1323","XRN2"
"1324","RP3-322G13.5"
"1325","SRSF6"
"1326","GTSF1L"
"1327","TOMM34"
"1328","SDC4"
"1329","SYS1-DBNDD2"
"1330","SYS1"
"1331","DBNDD2"
"1332","TP53TG5"
"1333","ZSWIM1"
"1334","SPATA25"
"1335","PLTP"
"1336","FTLP1"
"1337","ZNF335"
"1338","MMP9"
"1339","NCOA5"
"1340","RP1-28H20.3"
"1341","TP53RK"
"1342","AP000345.2"
"1343","GGT5"
"1344","GUCD1"
"1345","SNRPD3"
"1346","CABP7"
"1347","RP1-76B20.11"
"1348","RP1-76B20.12"
"1349","UQCR10"
"1350","ZMAT5"
"1351","ASCC2"
"1352","RP1-151B14.9"
"1353","SSTR3"
"1354","CXCR6"
"1355","RP11-3B7.1"
"1356","USP4"
"1357","RNU6-232P"
"1358","OSBPL11"
"1359","RAB43"
"1360","ISY1"
"1361","ISY1-RAB43"
"1362","CNBP"
"1363","H1FX-AS1"
"1364","H1FX"
"1365","NUP210P3"
"1366","IFT122"
"1367","MBD4"
"1368","MSL2"
"1369","SELT"
"1370","SERP1"
"1371","RSRC1"
"1372","SHOX2"
"1373","GFM1"
"1374","C3orf80"
"1375","IL12A-AS1"
"1376","RP11-431I8.1"
"1377","IFT80"
"1378","SMC4"
"1379","MIR15B"
"1380","MIR16-2"
"1381","KPNA4"
"1382","KRT8P12"
"1383","PPM1L"
"1384","RP11-16N11.2"
"1385","PDCD10"
"1386","SERPINI1"
"1387","NOA1"
"1388","POLR2B"
"1389","UBA6-AS1"
"1390","UBA6"
"1391","COX18"
"1392","CXCL11"
"1393","RNU6-1187P"
"1394","CNOT6L"
"1395","SEC31A"
"1396","THAP9-AS1"
"1397","THAP9"
"1398","HELQ"
"1399","MRPS18C"
"1400","CTD-2203K17.1"
"1401","TARS"
"1402","SLC45A2"
"1403","LMBRD2"
"1404","SKP2"
"1405","CD180"
"1406","MRPS36"
"1407","RAD17"
"1408","TAF9"
"1409","AC116345.1"
"1410","ANKRA2"
"1411","UTP15"
"1412","ARHGEF28"
"1413","GFM2"
"1414","NSA2"
"1415","ANKRD31"
"1416","COL4A3BP"
"1417","POLK"
"1418","DMGDH"
"1419","JMY"
"1420","PAPD4"
"1421","SERINC5"
"1422","FBXL17"
"1423","FER"
"1424","MAN2A1"
"1425","TSLP"
"1426","EPB41L4A-AS1"
"1427","SNORA13"
"1428","CTC-459M5.1"
"1429","CTC-487M23.8"
"1430","SRP19"
"1431","FEM1C"
"1432","RNU6-752P"
"1433","LMNB1"
"1434","RP11-434D11.4"
"1435","MARCH3"
"1436","AC034220.3"
"1437","SLC22A5"
"1438","CTB-49A3.4"
"1439","FSTL4"
"1440","PCDHB5"
"1441","PCDHB8"
"1442","RUFY1"
"1443","RNF130"
"1444","EEF1E1-BLOC1S5"
"1445","EEF1E1"
"1446","GCNT6"
"1447","C6orf52"
"1448","PAK1IP1"
"1449","RNA5SP203"
"1450","RP11-421M1.8"
"1451","RP11-637O19.3"
"1452","TMEM14B"
"1453","MAK"
"1454","SMIM13"
"1455","KIAA0319"
"1456","C6orf62"
"1457","GMNN"
"1458","FAM65B"
"1459","RP11-367G6.3"
"1460","RP3-425P12.5"
"1461","TRIM38"
"1462","HIST1H1A"
"1463","HIST1H3A"
"1464","HIST1H4A"
"1465","HIST1H4B"
"1466","HIST1H3B"
"1467","HIST1H2BB"
"1468","HIST1H3C"
"1469","U91328.2"
"1470","HIST1H2AC"
"1471","HIST1H2BC"
"1472","HIST1H2AD"
"1473","HIST1H3D"
"1474","HIST1H2BF"
"1475","HIST1H4E"
"1476","RP1-34B20.4"
"1477","HIST1H2AE"
"1478","HIST1H2BG"
"1479","HIST1H1D"
"1480","HIST1H4F"
"1481","HIST1H3F"
"1482","HIST1H2BH"
"1483","RNU6-1259P"
"1484","AL021917.1"
"1485","BTN3A2"
"1486","BTN2A2"
"1487","BTN2A1"
"1488","HCG11"
"1489","RNU6-502P"
"1490","HMGN4"
"1491","HIST1H2AJ"
"1492","HIST1H2BM"
"1493","RNU7-26P"
"1494","OR2B2"
"1495","ZSCAN9"
"1496","AL662890.1"
"1497","TRIM27"
"1498","AL669914.1"
"1499","TRIM40"
"1500","XXbac-BPG249D20.9"
"1501","GNL1"
"1502","PRR3"
"1503","ABCF1"
"1504","MIR877"
"1505","AL662800.1"
"1506","ATAT1"
"1507","MRPS18B"
"1508","PPP1R10"
"1509","PTMAP1"
"1510","DHX16"
"1511","DDR1-AS1"
"1512","DDR1"
"1513","ATP6V1G2-DDX39B"
"1514","ATP6V1G2"
"1515","NFKBIL1"
"1516","LY6G6F"
"1517","MEGT1"
"1518","LY6G6E"
"1519","XXbac-BPG32J3.20"
"1520","EHMT2-AS1"
"1521","EHMT2"
"1522","GPSM3"
"1523","NOTCH4"
"1524","PBX2"
"1525","XXbac-BPG300A18.13"
"1526","RNU6-603P"
"1527","HLA-DMB"
"1528","HLA-DMA"
"1529","XXbac-BPG181M17.5"
"1530","HLA-DOA"
"1531","HLA-DPA1"
"1532","HLA-DPB1"
"1533","RPL32P1"
"1534","HSD17B8"
"1535","RNY4P10"
"1536","RXRB"
"1537","SLC39A7"
"1538","HCG25"
"1539","XXbac-BPG157A10.21"
"1540","CYP39A1"
"1541","SLC25A27"
"1542","CD2AP"
"1543","RP11-385F7.1"
"1544","PRDM1"
"1545","RNASET2"
"1546","RP11-514O12.4"
"1547","CCR6"
"1548","CTA-293F17.1"
"1549","ITGB8"
"1550","SNORD56"
"1551","TSEN15P3"
"1552","SNX10"
"1553","HOXA2"
"1554","HOXA7"
"1555","RP1-170O19.21"
"1556","TBX20"
"1557","AC084368.1"
"1558","SLC25A13"
"1559","RNU6-364P"
"1560","RP11-114L10.2"
"1561","TRPV6"
"1562","AC093673.5"
"1563","ZYX"
"1564","MCPH1"
"1565","RP11-115C21.2"
"1566","AGPAT5"
"1567","CTD-2541M15.1"
"1568","MTMR9"
"1569","GATA4"
"1570","FDFT1"
"1571","RP11-297N6.4"
"1572","DEFB135"
"1573","LONRF1"
"1574","RP11-359B20.5"
"1575","SNORD13"
"1576","TTI2"
"1577","CA13"
"1578","RP11-219B4.5"
"1579","CA2"
"1580","RP11-317J10.2"
"1581","ATP6V0D2"
"1582","PSKH2"
"1583","CTD-2284J15.1"
"1584","WWP1"
"1585","RNU7-67P"
"1586","HNRNPK"
"1587","RMI1"
"1588","AGTPBP1"
"1589","NAA35"
"1590","ISCA1"
"1591","CTSL"
"1592","CDK20"
"1593","IPPK"
"1594","TMEM246"
"1595","RNF20"
"1596","TMEM245"
